Employee_ID,Employee_Name,Department,Job_Title,Warehouse_ID,Hire_Date,Salary
2300,Employee 02300,Procurement,Associate,603,2021-02-02,177600.12
2301,Employee 02301,Warehouse,Coordinator,917,2023-12-25,74753.04
2302,Employee 02302,Operations,Associate,434,2017-03-21,106763.83
2303,Employee 02303,Warehouse,Analyst,768,2019-08-08,18356.33
2304,Employee 02304,Warehouse,Associate,780,2022-09-10,33293.65
2305,Employee 02305,Finance,Analyst,619,2022-11-27,70677.35
2306,Employee 02306,Warehouse,Manager,739,2017-05-22,141257.02
2307,Employee 02307,Warehouse,Supervisor,505,2016-12-06,129195.59
2308,Employee 02308,Sales,Coordinator,280,2017-11-06,115185.96
2309,Employee 02309,Warehouse,Associate,503,2021-11-30,175265.74
2310,Employee 02310,Finance,Analyst,230,2018-02-16,90749.93
2311,Employee 02311,sales,Supervisor,88,2021-07-14,42810.59
2312,Employee 02312,Logistics,Supervisor,355,2019-02-28,82858.94
2313,Employee 02313,warehouse,Manager,484,2015-05-06,164163.4
2314,Employee 02314,Finance,Manager,214,2022-07-10,156353.66
2315,Employee 02315,Sales,Supervisor,927,2021-11-18,115949.01
2316,Employee 02316,Sales,Executive,834,2022-09-07,40183.55
2317,Employee 02317,Finance,Manager,843,2016-07-05,29291.24
2318,Employee 02318,Logistics,Coordinator,340,2019-08-03,32474.08
2319,Employee 02319,Procurement,Associate,148,2021-03-17,116332.35
2320,Employee 02320,Sales,Supervisor,503,2019-07-13,174970.94
2321,Employee 02321,Operations,Coordinator,703,2018-06-11,141024.23
2322,Employee 02322,Procurement,Associate,365,2021-09-17,124221.14
2323,Employee 02323,Finance,Associate,394,2024-01-23,41042.07
2324,Employee 02324,Operations,Manager,929,2023-03-20,85376.58
2325,Employee 02325,Finance,Analyst,837,2021-09-16,28789.73
2326,Employee 02326,Logistics,Analyst,985,2022-01-27,60934.54
2327,Employee 02327,Sales,Executive,314,2018-08-31,53816.1
2328,Employee 02328,Operations,Executive,300,2019-05-16,123273.44
2329,Employee 02329,Logistics,Supervisor,122,2016-11-26,32109.56
2330,Employee 02330,Procurement,Manager,980,2019-02-23,101575.88
2331,Employee 02331,Procurement,Coordinator,928,2018-11-28,48935.49
2332,Employee 02332,Warehouse,Supervisor,7,2016-05-21,127116.03
2333,Employee 02333,Sales,Analyst,253,2023-09-24,47709.68
2334,Employee 02334,Sales,Manager,665,2022-07-17,148205.57
2335,Employee 02335,Logistics,Manager,755,2017-09-02,47931.86
2336,Employee 02336,Logistics,Coordinator,789,2016-06-22,114168.76
2337,Employee 02337,Finance,Associate,81,2023-11-05,179079.65
2338,Employee 02338,Logistics,Analyst,691,2022-04-16,0.0
2339,Employee 02339,Procurement,Manager,230,2022-12-09,91001.17
2340,Employee 02340,Warehouse,Analyst,23,2016-02-22,22935.28
2341,Employee 02341,Sales,Associate,662,2015-05-14,0.0
2342,Employee 02342,Logistics,Executive,54,2019-11-22,46277.5
2343,Employee 02343,Warehouse,Coordinator,317,2021-11-14,110891.98
2344,Employee 02344,Warehouse,Analyst,248,2015-02-24,176434.34
2345,Employee 02345,Sales,Manager,70,2019-05-13,147784.1
2346,Employee 02346,Sales,Supervisor,525,2018-02-27,72889.16
2347,Employee 02347,Logistics,Executive,328,2022-01-12,72902.03
2348,Employee 02348,Finance,Manager,274,2022-04-13,174830.02
2349,Employee 02349,Warehouse,Associate,48,2019-10-22,145060.31
2350,Employee 02350,Operations,Supervisor,133,2019-05-15,94467.45
2351,Employee 02351,Warehouse,Associate,317,2024-06-05,89887.87
2352,Employee 02352,Finance,Supervisor,930,2022-11-16,32770.45
2353,Employee 02353,Operations,Executive,479,2021-07-15,39160.44
2354,Employee 02354,Procurement,Supervisor,484,2023-09-18,90719.63
2355,Employee 02355,Logistics,Associate,388,2017-02-13,27951.67
2356,Employee 02356,Procurement,Associate,966,2015-12-12,119085.46
2357,Employee 02357,operations,Supervisor,843,2017-02-07,53653.43
2358,Employee 02358,Sales,Supervisor,928,2023-10-25,166289.65
2359,Employee 02359,Procurement,Analyst,593,2020-04-28,162557.2
2360,Employee 02360,Operations,Coordinator,232,2015-12-31,43526.17
2361,Employee 02361,Sales,Supervisor,350,2022-05-21,28995.99
2362,Employee 02362,Operations,Coordinator,607,2021-12-25,19852.84
2363,Employee 02363,Finance,Analyst,468,2016-07-04,83564.94
2364,Employee 02364,Warehouse,Executive,502,2023-04-14,36720.95
2365,Employee 02365,Warehouse,Executive,683,2020-02-24,83781.24
2366,Employee 02366,Finance,Supervisor,404,2017-01-30,62603.98
2367,Employee 02367,Warehouse,Supervisor,161,2018-05-04,166151.75
2368,Employee 02368,Logistics,Manager,410,2022-09-16,150132.61
2369,Employee 02369,Logistics,Executive,931,2017-02-22,109199.38
2370,Employee 02370,Procurement,Coordinator,353,2022-01-25,57077.37
2371,Employee 02371,Sales,Manager,438,2023-01-21,76609.77
2372,Employee 02372,Warehouse,Coordinator,747,2018-08-30,159268.92
2373,Employee 02373,operations,Analyst,561,2016-12-28,60533.19
2374,Employee 02374,Operations ,Coordinator,352,2020-11-28,29852.82
2375,Employee 02375,Procurement,Associate,183,2018-06-08,158850.13
2376,Employee 02376,Warehouse,Executive,323,2020-07-29,35843.51
2377,Employee 02377,Warehouse,Supervisor,247,2020-10-16,121094.45
2378,Employee 02378,Finance,Analyst,597,2017-07-16,27314.87
2379,Employee 02379,Warehouse,Manager,157,2020-09-25,104555.76
2380,Employee 02380,Finance,Manager,923,2020-07-01,68276.47
2381,Employee 02381,Finance,Associate,868,2015-04-04,42676.36
2382,Employee 02382,Operations,Analyst,919,2021-11-03,109680.47
2383,Employee 02383,Procurement,Associate,958,2016-07-29,133984.31
2384,Employee 02384,Sales,Supervisor,548,2021-02-04,161081.4
2385,Employee 02385,Logistics,Analyst,734,2018-12-01,53007.83
2386,Employee 02386,Finance,Supervisor,138,2017-08-04,85100.42
2387,Employee 02387,Logistics,Coordinator,647,2015-11-28,164290.98
2388,Employee 02388,Logistics,Coordinator,19,2023-12-30,63740.71
2389,Employee 02389,Logistics,Executive,308,2022-03-26,118873.93
2390,Employee 02390,Logistics,Manager,890,2017-08-11,91635.91
2391,Employee 02391,Finance,Manager,17,2024-05-12,149766.94
2392,Employee 02392,Operations,Analyst,845,2017-11-03,88531.25
2393,Employee 02393,Procurement,Analyst,516,2023-11-11,175114.85
2394,Employee 02394,Logistics,Associate,998,2022-08-20,27716.11
2395,Employee 02395,Procurement,Analyst,798,2020-05-03,179710.57
2396,Employee 02396,Operations,Executive,972,2015-01-06,152041.6
2397,Employee 02397,Sales,Executive,735,2022-02-03,58757.72
2398,Employee 02398,Operations,Executive,486,2024-06-13,51611.11
2399,Employee 02399,Sales,Executive,908,2022-06-10,21489.37
2400,Employee 02400,Warehouse,Associate,999,2017-07-28,77610.31
2401,Employee 02401,Warehouse,Coordinator,289,2023-05-01,24630.18
2402,Employee 02402,Warehouse,Analyst,375,2024-07-20,163392.93
2403,Employee 02403,Operations,Manager,894,2018-08-21,129892.71
2404,Employee 02404,Procurement,Analyst,967,2018-07-13,36363.0
2405,Employee 02405,Finance,Coordinator,833,2019-11-16,179543.57
2406,Employee 02406,Sales,Manager,983,2016-02-01,24505.33
2407,Employee 02407,Finance,Executive,57,2018-09-14,96836.77
2408,Employee 02408,Warehouse,Analyst,971,2017-03-03,138577.63
2409,Employee 02409,Warehouse,Supervisor,86,2019-06-25,76826.94
2410,Employee 02410,Procurement,Associate,830,2017-03-29,52222.84
2411,Employee 02411,Finance,Manager,207,2022-12-10,56166.29
2412,Employee 02412,Warehouse,Associate,382,2024-04-20,165944.96
2413,Employee 02413,Sales,Manager,609,2023-06-15,131175.06
2414,Employee 02414,Sales,Executive,200,2017-02-22,60574.3
2415,Employee 02415,Logistics,Executive,87,2015-06-21,143358.73
2416,Employee 02416,Warehouse,Executive,203,2021-03-18,133274.0
2417,Employee 02417,Warehouse,Executive,814,2022-08-18,149106.98
2418,Employee 02418,Finance,Associate,111,2017-02-12,154105.55
2419,Employee 02419,Operations,Supervisor,279,2021-05-31,109544.73
2420,Employee 02420,Finance,Manager,491,2015-03-07,69128.39
2421,Employee 02421,Logistics,Executive,390,2023-01-24,98398.58
2422,Employee 02422,Finance,Associate,235,2015-03-08,135490.18
2423,Employee 02423,Operations,Supervisor,799,2018-01-18,99633.79
2424,Employee 02424,Operations,Associate,862,2015-08-19,81416.11
2425,Employee 02425,Warehouse,Associate,678,2016-10-08,140373.85
2426,Employee 02426,Procurement,Manager,443,2020-01-30,79007.93
2427,Employee 02427,Logistics,Executive,264,2015-09-20,149223.92
2428,Employee 02428,Warehouse,Coordinator,579,2020-12-15,62069.83
2429,Employee 02429,Finance,Analyst,906,2023-02-10,150467.63
2430,Employee 02430,Warehouse,Associate,51,2020-11-03,82308.74
2431,Employee 02431,Operations,Manager,398,2015-09-22,157940.01
2432,Employee 02432,Logistics,Associate,122,2020-01-04,83509.27
2433,Employee 02433,Procurement,Supervisor,680,2019-01-22,102240.94
2434,Employee 02434,Warehouse,Manager,898,2019-05-19,135035.58
2435,Employee 02435,Finance,Analyst,786,2021-01-01,157995.66
2436,Employee 02436,Sales,Analyst,375,2020-04-07,160523.92
2437,Employee 02437,Logistics,Supervisor,587,2016-04-23,102806.7
2438,Employee 02438,Procurement,Executive,443,2018-11-19,159605.97
2439,Employee 02439,Finance,Executive,351,2022-11-10,174823.97
2440,Employee 02440,Operations,Coordinator,601,2022-04-28,146308.8
2441,Employee 02441,Logistics,Analyst,880,2023-02-24,19869.72
2442,Employee 02442,,Coordinator,368,2018-04-16,154826.43
2443,Employee 02443,Operations,Associate,661,2022-12-31,58075.71
2444,Employee 02444,Sales,Analyst,520,2015-01-06,72614.84
2445,Employee 02445,Finance,Coordinator,154,2021-07-12,89681.8
2446,Employee 02446,Logistics,Supervisor,956,2015-03-20,49573.83
2447,Employee 02447,Logistics,Associate,585,2019-05-09,142595.09
2448,Employee 02448,Finance,Analyst,444,2022-09-07,26833.11
2449,Employee 02449,Logistics,Executive,809,2022-03-09,166908.76
2450,Employee 02450,Procurement,Associate,877,2023-08-01,166844.18
2451,Employee 02451,Procurement,Supervisor,112,2016-10-03,142872.24
2452,Employee 02452,Procurement,Coordinator,612,2019-07-31,121333.53
2453,Employee 02453,Warehouse,Analyst,724,2019-05-06,115220.62
2454,Employee 02454,Sales,Supervisor,839,2022-09-02,23485.23
2455,Employee 02455,Operations,Analyst,678,2017-10-11,103778.56
2456,Employee 02456,Warehouse,Executive,133,2017-07-17,50655.03
2457,Employee 02457,Finance,Supervisor,551,2015-11-06,123397.4
2458,Employee 02458,Procurement,Supervisor,359,2022-08-27,54187.37
2459,Employee 02459,Finance,Associate,922,2015-11-11,100397.09
2460,Employee 02460,Procurement,Supervisor,134,2023-01-20,176062.05
2461,Employee 02461,Warehouse,Executive,295,2022-09-29,144512.69
2462,Employee 02462,Warehouse,Coordinator,700,2020-01-06,151609.6
2463,Employee 02463,Finance,Associate,130,2018-12-04,86690.44
2464,Employee 02464,Logistics,Associate,830,2023-06-01,56330.56
2465,Employee 02465,Sales,Associate,401,2021-08-18,82769.9
2466,Employee 02466,Procurement,Manager,472,2020-11-17,73059.5
2467,Employee 02467,Warehouse,Analyst,640,2019-04-02,34430.06
2468,Employee 02468,Sales,Analyst,5,2018-04-03,140125.49
2469,Employee 02469,Logistics,Associate,394,2020-03-15,54127.63
2470,Employee 02470,Logistics,Manager,645,2015-01-16,55380.44
2471,Employee 02471,Logistics,Coordinator,15,2018-09-22,132243.79
2472,Employee 02472,Finance,Analyst,273,2017-08-12,120403.03
2473,Employee 02473,Procurement,Analyst,226,2022-09-19,92293.51
2474,Employee 02474,Procurement,Analyst,215,2018-10-22,170538.31
2475,Employee 02475,Warehouse,Associate,321,2016-04-17,163019.66
2476,Employee 02476,Logistics,Coordinator,355,2018-07-12,96895.83
2477,Employee 02477,Procurement,Analyst,287,2020-08-25,96479.28
2478,Employee 02478,Operations,Coordinator,587,2017-05-08,112659.74
2479,Employee 02479,Warehouse,Associate,602,2016-03-25,168226.29
2480,Employee 02480,Operations,Analyst,272,2019-03-10,38341.13
2481,Employee 02481,Sales,Coordinator,683,2018-11-04,155207.0
2482,Employee 02482,finance,Manager,521,2015-05-11,105852.18
2483,Employee 02483,Procurement,Associate,492,2022-05-03,143160.71
2484,Employee 02484,Finance,Analyst,241,2016-02-28,25286.14
2485,Employee 02485,Warehouse,Analyst,257,2023-11-01,53974.51
2486,Employee 02486,Sales,Manager,808,2020-12-09,77755.93
2487,Employee 02487,Procurement,Analyst,838,2016-12-31,80231.5
2488,Employee 02488,Procurement,Coordinator,524,2021-02-06,145274.82
2489,Employee 02489,Procurement,Analyst,954,2015-12-01,173309.49
2490,Employee 02490,Logistics,Coordinator,304,2023-05-07,59209.24
2491,Employee 02491,Sales,Executive,519,2017-11-23,57901.75
2492,Employee 02492,Procurement,Executive,419,2023-07-07,38391.92
2493,Employee 02493,Warehouse,Manager,279,2015-02-03,153437.09
2494,Employee 02494,Sales,Supervisor,220,2021-04-14,86366.39
2495,Employee 02495,Sales,Manager,133,2018-09-28,27324.81
2496,Employee 02496,Operations,Analyst,983,2024-01-04,147888.77
2497,Employee 02497,Finance,Manager,571,2021-10-12,19898.77
2498,Employee 02498,Sales,Coordinator,725,2020-11-23,140516.31
2499,Employee 02499,Warehouse,Manager,362,2017-05-14,151042.71
2500,Employee 02500,Procurement,Supervisor,90,2016-03-30,157833.34
2501,Employee 02501,Procurement,Associate,584,2018-06-23,149924.43
2502,Employee 02502,Operations,Executive,56,2023-08-06,119982.03
2503,Employee 02503,Sales,Supervisor,713,2022-05-22,60820.2
2504,Employee 02504,Procurement,Associate,127,2018-03-15,130432.2
2505,Employee 02505,Procurement,Coordinator,949,2024-06-21,105112.78
2506,Employee 02506,Procurement,Coordinator,197,2016-08-11,122675.07
2507,Employee 02507,Finance,Supervisor,545,2017-01-28,83536.98
2508,Employee 02508,Warehouse,Analyst,836,2019-11-03,23397.96
2509,Employee 02509,Finance,Executive,430,2022-02-16,123644.1
2510,Employee 02510,Operations,Supervisor,411,2016-01-30,144237.65
2511,Employee 02511,Logistics,Manager,78,2022-05-08,57759.59
2512,Employee 02512,Sales ,Associate,135,2021-06-28,112164.3
2513,Employee 02513,Sales,Executive,952,2017-10-09,0.0
2514,Employee 02514,Logistics ,Coordinator,955,2024-03-16,119854.85
2515,Employee 02515,Procurement,Analyst,744,2015-04-03,130489.0
2516,Employee 02516,Finance,Executive,541,2023-04-10,139467.25
2517,Employee 02517,Warehouse,Executive,694,2019-10-29,94206.41
2518,Employee 02518,Operations,Supervisor,26,2018-09-01,103684.73
2519,Employee 02519,Logistics,Supervisor,170,2015-11-01,164699.96
2520,Employee 02520,Operations,Supervisor,734,2019-02-20,45470.57
2521,Employee 02521,Sales,Supervisor,635,2016-10-23,89412.44
2522,Employee 02522,Finance,Manager,241,2017-01-04,27006.82
2523,Employee 02523,,Associate,835,2015-11-01,27138.3
2524,Employee 02524,Sales,Supervisor,775,2018-04-24,135880.01
2525,Employee 02525,Logistics,Analyst,482,2016-08-18,38467.13
2526,Employee 02526,finance,Supervisor,235,2022-03-11,125219.37
2527,Employee 02527,Logistics,Associate,206,2019-11-29,28861.27
2528,Employee 02528,Finance,Executive,996,2021-03-21,146304.95
2529,Employee 02529,Sales,Analyst,572,2022-04-03,79600.67
2530,Employee 02530,Finance,Coordinator,606,2015-09-06,-10000.0
2531,Employee 02531,Logistics,Manager,314,2021-04-03,-10000.0
2532,Employee 02532,Operations,Coordinator,60,2016-03-20,121903.35
2533,Employee 02533,,Associate,621,2024-05-27,39552.35
2534,Employee 02534,Warehouse,Executive,255,2023-10-20,56260.44
2535,Employee 02535,Logistics,Associate,148,2017-06-20,62499.04
2536,Employee 02536,Logistics,Supervisor,700,2021-05-03,0.0
2537,Employee 02537,Operations,Supervisor,798,2020-02-08,170856.32
2538,Employee 02538,Logistics,Manager,417,2021-03-07,116938.03
2539,Employee 02539,Logistics,Associate,733,2019-01-31,105818.15
2540,Employee 02540,Logistics,Associate,29,2020-02-25,67530.21
2541,Employee 02541,Sales,Associate,993,2017-04-01,89971.59
2542,Employee 02542,Procurement,Supervisor,525,2015-07-11,117080.23
2543,Employee 02543,Sales,Analyst,960,2019-08-15,179643.8
2544,Employee 02544,Operations,Manager,148,2019-12-23,121282.93
2545,Employee 02545,Finance,Associate,99,2019-02-24,76232.25
2546,Employee 02546,Logistics,Associate,365,2018-05-03,113343.37
2547,Employee 02547,Sales,Analyst,325,2019-06-15,141331.91
2548,Employee 02548,Procurement,Analyst,971,2023-04-01,137671.19
2549,Employee 02549,Warehouse,Executive,994,2016-12-21,138331.46
2550,Employee 02550,Logistics,Executive,254,2016-04-10,101513.07
2551,Employee 02551,Operations,Associate,765,2020-08-14,151986.34
2552,Employee 02552,Finance,Associate,482,2021-08-20,169841.48
2553,Employee 02553,Operations,Analyst,397,2020-05-15,154310.19
2554,Employee 02554,Sales ,Executive,750,2022-09-13,135938.46
2555,Employee 02555,Operations,Manager,766,2016-11-19,144820.67
2556,Employee 02556,Finance,Associate,678,2021-11-25,82530.05
2557,Employee 02557,Logistics ,Analyst,737,2019-02-20,134952.28
2558,Employee 02558,Finance,Coordinator,235,2016-03-06,30171.63
2559,Employee 02559,Operations,Associate,101,2018-11-15,162333.83
2560,Employee 02560,Operations,Associate,872,2022-07-30,126798.61
2561,Employee 02561,Operations,Coordinator,647,2016-09-13,165743.47
2562,Employee 02562,Procurement,Executive,181,2018-11-02,140094.49
2563,Employee 02563,Finance,Executive,987,2016-07-24,155729.43
2564,Employee 02564,Warehouse,Coordinator,256,2019-09-18,77658.94
2565,Employee 02565,Operations,Supervisor,262,2021-03-19,92955.22
2566,Employee 02566,Operations,Executive,426,2022-12-08,174566.79
2567,Employee 02567,Procurement,Manager,461,2017-10-22,45088.36
2568,Employee 02568,Finance,Associate,719,2024-04-07,124685.58
2569,Employee 02569,Logistics,Coordinator,187,2016-07-08,55331.66
2570,Employee 02570,Warehouse,Manager,852,2019-12-23,156238.37
2571,Employee 02571,Sales,Manager,783,2019-07-02,75651.04
2572,Employee 02572,Logistics,Associate,89,2021-05-01,128754.87
2573,Employee 02573,Warehouse,Executive,767,2022-12-10,175153.38
2574,Employee 02574,Warehouse,Executive,918,2019-04-13,71119.51
2575,Employee 02575,Sales,Manager,74,2015-02-09,142545.02
2576,Employee 02576,Operations,Executive,439,2022-05-12,158326.41
2577,Employee 02577,Procurement,Supervisor,312,2021-01-07,88989.22
2578,Employee 02578,Sales,Associate,157,2018-09-12,26262.95
2579,Employee 02579,Finance,Analyst,869,2016-09-02,95986.76
2580,Employee 02580,Sales,Manager,622,2018-08-21,111140.23
2581,Employee 02581,Operations,Supervisor,409,2023-11-28,110873.02
2582,Employee 02582,Operations,Associate,139,2016-07-23,0.0
2583,Employee 02583,Procurement,Supervisor,508,2016-02-03,164370.55
2584,Employee 02584,Finance,Associate,750,2020-05-22,165403.64
2585,Employee 02585,Sales,Analyst,734,2019-07-14,45217.76
2586,Employee 02586,Procurement,Coordinator,999,2019-06-07,35133.55
2587,Employee 02587,Warehouse,Analyst,520,2020-05-01,128374.19
2588,Employee 02588,Procurement,Supervisor,710,2023-06-17,98227.61
2589,Employee 02589,Operations,Manager,982,2015-10-20,45488.45
2590,Employee 02590,Operations,Associate,960,2017-09-18,49699.05
2591,Employee 02591,Logistics,Executive,553,2020-10-18,104964.99
2592,Employee 02592,Procurement,Supervisor,430,2022-04-28,114300.07
2593,Employee 02593,Finance,Executive,783,2024-05-08,116242.02
2594,Employee 02594,Logistics,Associate,890,2015-01-21,112182.66
2595,Employee 02595,Finance,Analyst,571,2022-10-13,58758.64
2596,Employee 02596,Logistics,Manager,582,2019-04-23,39139.73
2597,Employee 02597,Logistics,Manager,545,2020-03-31,59342.91
2598,Employee 02598,operations,Supervisor,134,2017-07-12,39320.84
2599,Employee 02599,Finance,Executive,764,2015-11-16,144475.7
2600,Employee 02600,Finance,Supervisor,602,2023-05-21,94406.92
2601,Employee 02601,Sales,Coordinator,824,2020-10-01,89063.61
2602,Employee 02602,Warehouse,Manager,52,2015-09-19,43796.15
2603,Employee 02603,Sales,Executive,317,2024-05-25,20843.18
2604,Employee 02604,Operations,Executive,721,2022-11-27,55610.14
2605,Employee 02605,Procurement,Executive,560,2019-12-05,86380.53
2606,Employee 02606,Sales,Supervisor,587,2021-05-02,133744.67
2607,Employee 02607,Logistics,Supervisor,529,2019-11-20,38457.81
2608,Employee 02608,Warehouse,Manager,915,2019-05-06,109083.72
2609,Employee 02609,Sales,Analyst,847,2015-10-01,82547.66
2610,Employee 02610,Procurement,Coordinator,229,2018-01-21,146241.01
2611,Employee 02611,Operations,Analyst,33,2018-07-09,143993.6
2612,Employee 02612,Finance,Analyst,320,2023-02-13,24082.43
2613,Employee 02613,Sales,Analyst,51,2023-02-20,128722.7
2614,Employee 02614,Logistics,Manager,199,2016-06-13,56359.4
2615,Employee 02615,Procurement,Coordinator,670,2019-01-01,87210.39
2616,Employee 02616,Logistics,Associate,380,2021-09-27,89032.62
2617,Employee 02617,Sales,Supervisor,359,2024-02-22,23952.07
2618,Employee 02618,Warehouse,Executive,510,2020-11-12,74017.32
2619,Employee 02619,Procurement,Supervisor,475,2016-11-10,155585.43
2620,Employee 02620,Sales,Analyst,96,2019-10-03,155662.41
2621,Employee 02621,Finance,Executive,517,2015-12-13,126429.34
2622,Employee 02622,Finance,Supervisor,782,2018-03-12,62721.71
2623,Employee 02623,Logistics,Coordinator,527,2024-03-04,114928.52
2624,Employee 02624,Logistics,Executive,608,2021-02-14,135325.67
2625,Employee 02625,Logistics,Manager,596,2020-02-19,52916.27
2626,Employee 02626,Warehouse,Coordinator,220,2018-07-09,103056.41
2627,Employee 02627,Sales,Coordinator,192,2016-11-11,125934.38
2628,Employee 02628,Operations,Coordinator,861,2021-02-11,39279.71
2629,Employee 02629,Operations,Coordinator,783,2019-07-19,123225.24
2630,Employee 02630,Warehouse,Manager,610,2019-07-15,136286.77
2631,Employee 02631,Warehouse,Analyst,156,2017-12-02,35095.34
2632,Employee 02632,Finance,Associate,333,2019-03-27,21271.06
2633,Employee 02633,Finance,Coordinator,90,2023-06-08,126972.85
2634,Employee 02634,Procurement,Supervisor,711,2022-04-15,55775.49
2635,Employee 02635,Warehouse,Associate,807,2023-04-07,169817.29
2636,Employee 02636,Logistics,Analyst,833,2020-02-15,94172.28
2637,Employee 02637,Logistics,Executive,742,2021-07-08,172139.12
2638,Employee 02638,Operations,Analyst,140,2016-01-02,79478.98
2639,Employee 02639,Operations,Coordinator,473,2018-07-12,173141.68
2640,Employee 02640,Finance,Coordinator,200,2018-07-11,126140.62
2641,Employee 02641,Finance,Manager,932,2019-10-18,154615.36
2642,Employee 02642,Warehouse,Coordinator,570,2022-12-28,173586.14
2643,Employee 02643,Finance,Supervisor,904,2021-08-20,78811.36
2644,Employee 02644,Logistics,Supervisor,536,2018-01-24,112046.92
2645,Employee 02645,Finance,Supervisor,982,2017-06-01,47024.09
2646,Employee 02646,Sales,Analyst,222,2020-09-26,44292.09
2647,Employee 02647,Procurement,Coordinator,528,2021-02-06,105717.11
2648,Employee 02648,Logistics,Supervisor,950,2015-11-14,86833.13
2649,Employee 02649,Finance,Manager,580,2021-08-17,96829.48
2650,Employee 02650,Sales,Executive,415,2020-08-01,120964.14
2651,Employee 02651,Warehouse,Supervisor,22,2016-05-30,33743.24
2652,Employee 02652,Procurement,Executive,578,2017-12-03,138813.02
2653,Employee 02653,Operations,Analyst,925,2023-01-14,139969.59
2654,Employee 02654,Operations,Executive,460,2022-01-28,44200.62
2655,Employee 02655,Logistics,Executive,654,2024-03-01,79256.86
2656,Employee 02656,Sales,Coordinator,785,2023-07-31,51132.86
2657,Employee 02657,Warehouse,Associate,838,2024-01-27,61621.32
2658,Employee 02658,Warehouse,Analyst,445,2018-04-25,141435.18
2659,Employee 02659,Warehouse,Coordinator,994,2021-05-06,178850.31
2660,Employee 02660,Warehouse,Analyst,991,2023-05-21,55980.7
2661,Employee 02661,Operations,Associate,480,2017-03-09,103633.85
2662,Employee 02662,Warehouse,Supervisor,800,2021-08-20,124655.21
2663,Employee 02663,Finance,Analyst,718,2019-06-17,129154.13
2664,Employee 02664,Warehouse,Associate,275,2021-03-05,175759.9
2665,Employee 02665,Finance,Associate,832,2016-08-16,57811.15
2666,Employee 02666,Logistics,Manager,924,2021-03-05,58345.81
2667,Employee 02667,Procurement,Associate,833,2018-09-15,66656.38
2668,Employee 02668,Warehouse,Manager,467,2021-04-06,59092.73
2669,Employee 02669,Procurement,Coordinator,808,2023-03-31,57201.01
2670,Employee 02670,Sales,Supervisor,156,2023-12-19,127625.88
2671,Employee 02671,Sales,Supervisor,659,2024-06-12,91636.81
2672,Employee 02672,Procurement,Supervisor,463,2016-06-25,35262.88
2673,Employee 02673,Operations,Supervisor,926,2023-04-09,68243.26
2674,Employee 02674,Finance,Executive,252,2016-11-28,28517.11
2675,Employee 02675,warehouse,Executive,280,2018-07-16,133865.32
2676,Employee 02676,Warehouse,Manager,654,2017-09-02,136333.58
2677,Employee 02677,Warehouse,Associate,283,2017-10-17,165493.78
2678,Employee 02678,Finance,Supervisor,829,2023-08-08,102763.24
2679,Employee 02679,Sales,Executive,310,2022-01-16,58446.0
2680,Employee 02680,Procurement,Associate,996,2015-06-16,42291.85
2681,Employee 02681,Logistics,Manager,50,2022-09-02,158368.82
2682,Employee 02682,Operations,Associate,42,2022-09-03,105353.6
2683,Employee 02683,Procurement,Coordinator,125,2017-12-08,98397.09
2684,Employee 02684,Operations,Executive,262,2018-05-21,111832.5
2685,Employee 02685,Logistics,Coordinator,577,2019-08-23,173632.07
2686,Employee 02686,Warehouse,Coordinator,457,2022-08-16,161933.19
2687,Employee 02687,Warehouse,Supervisor,930,2016-04-07,89477.27
2688,Employee 02688,Logistics,Associate,322,2022-02-09,110985.52
2689,Employee 02689,Finance,Coordinator,745,2016-10-13,53295.64
2690,Employee 02690,Sales,Executive,824,2015-03-23,78653.07
2691,Employee 02691,Procurement,Coordinator,147,2019-01-11,131391.79
2692,Employee 02692,procurement,Manager,340,2023-11-17,110484.99
2693,Employee 02693,Logistics,Analyst,173,2023-11-27,173851.34
2694,Employee 02694,Warehouse,Supervisor,157,2016-12-07,127717.35
2695,Employee 02695,Logistics,Supervisor,38,2018-10-09,77832.99
2696,Employee 02696,Logistics,Coordinator,508,2016-11-23,130530.21
2697,Employee 02697,Logistics,Associate,912,2019-04-30,104419.39
2698,Employee 02698,Procurement,Supervisor,957,2022-10-01,129219.19
2699,Employee 02699,Operations,Supervisor,902,2016-01-25,160767.58
2700,Employee 02700,finance,Supervisor,516,2019-10-13,86653.84
2701,Employee 02701,Operations,Executive,998,2024-02-10,129525.84
2702,Employee 02702,Logistics,Coordinator,570,2016-12-18,125229.81
2703,Employee 02703,Operations,Supervisor,576,2023-10-03,75706.85
2704,Employee 02704,Procurement,Analyst,277,2020-03-29,110530.62
2705,Employee 02705,Operations,Coordinator,645,2019-11-05,92881.53
2706,Employee 02706,Logistics,Coordinator,248,2016-06-26,73301.85
2707,Employee 02707,Finance,Coordinator,86,2022-08-19,169430.19
2708,Employee 02708,Procurement,Associate,996,2019-03-02,139659.94
2709,Employee 02709,Logistics,Manager,936,2023-01-26,39748.56
2710,Employee 02710,Logistics,Executive,206,2023-06-27,138548.0
2711,Employee 02711,Sales,Executive,74,2022-03-15,61749.0
2712,Employee 02712,Sales,Analyst,30,2023-11-26,24526.62
2713,Employee 02713,Finance,Supervisor,161,2018-07-07,51870.07
2714,Employee 02714,Procurement,Analyst,492,2024-02-29,36264.75
2715,Employee 02715,Operations,Manager,596,2020-02-21,22077.82
